,seed,loss,sparse_categorical_accuracy,sparse_categorical_crossentropy
0,0,0.23503096401691437,0.9671375751495361,0.23503096401691437
1,1,0.17152979969978333,0.9637592434883118,0.17152979969978333
2,2,0.18976464867591858,0.9675982594490051,0.18976464867591858
3,3,0.18351608514785767,0.9648341536521912,0.18351608514785767
4,4,0.2684823274612427,0.9662162065505981,0.2684823274612427
