,seed,loss,sparse_categorical_accuracy,sparse_categorical_crossentropy
0,0,0.20574980974197388,0.9537776708602905,0.20574980974197388
1,1,0.18969878554344177,0.9544686675071716,0.18969878554344177
2,2,0.2303217649459839,0.9507831931114197,0.2303217649459839
3,3,0.2435365915298462,0.9506295919418335,0.2435365915298462
4,4,0.217451274394989,0.9355804920196533,0.217451274394989
