,seed,loss,sparse_categorical_accuracy,sparse_categorical_crossentropy
0,0,0.2204751968383789,0.9323556423187256,0.2204751968383789
1,1,0.24852028489112854,0.9324324131011963,0.24852028489112854
2,2,0.23136481642723083,0.9282862544059753,0.23136481642723083
3,3,0.231023371219635,0.9299754500389099,0.231023371219635
4,4,0.22013676166534424,0.9420300722122192,0.22013676166534424
