,seed,loss,sparse_categorical_accuracy,sparse_categorical_crossentropy
0,0,0.19446474313735962,0.9695178270339966,0.19446474313735962
1,1,0.15520896017551422,0.9640663266181946,0.15520896017551422
2,2,0.14027442038059235,0.9656787514686584,0.14027442038059235
3,3,0.24123866856098175,0.9659090638160706,0.24123866856098175
4,4,0.16732266545295715,0.9667536616325378,0.16732266545295715
