,seed,loss,sparse_categorical_accuracy,sparse_categorical_crossentropy
0,0,0.1982554942369461,0.9529330730438232,0.1982554942369461
1,1,0.25052568316459656,0.9469441175460815,0.25052568316459656
2,2,0.1838768869638443,0.9535472989082336,0.1838768869638443
3,3,0.19582495093345642,0.9533169269561768,0.19582495093345642
4,4,0.211137592792511,0.9498617649078369,0.211137592792511
