,seed,loss,sparse_categorical_accuracy,sparse_categorical_crossentropy
0,0,0.5153366327285767,0.8431357741355896,0.5153366327285767
1,1,0.6237871050834656,0.8113482594490051,0.6237871050834656
2,2,0.3723745048046112,0.8892813324928284,0.3723745048046112
3,3,0.7887477278709412,0.7514588236808777,0.7887477278709412
4,4,0.8935476541519165,0.7261977791786194,0.8935476541519165
