,seed,loss,sparse_categorical_accuracy,sparse_categorical_crossentropy
0,0,0.234954833984375,0.9361947178840637,0.234954833984375
1,1,0.238032728433609,0.9336609244346619,0.238032728433609
2,2,0.2717083692550659,0.9156941175460815,0.2717083692550659
3,3,0.21327349543571472,0.9403409361839294,0.21327349543571472
4,4,0.23558451235294342,0.9371160864830017,0.23558451235294342
