,seed,loss,sparse_categorical_accuracy,sparse_categorical_crossentropy
0,0,0.1496041715145111,0.9699017405509949,0.1496041715145111
1,1,0.14434444904327393,0.9668304920196533,0.14434444904327393
2,2,0.1403174102306366,0.9684428572654724,0.1403174102306366
3,3,0.1497907042503357,0.9708998799324036,0.1497907042503357
4,4,0.19200284779071808,0.9652948379516602,0.19200284779071808
