,seed,loss,sparse_categorical_accuracy,sparse_categorical_crossentropy
0,0,0.13839682936668396,0.969671368598938,0.13839682936668396
1,1,0.15536175668239594,0.9699785113334656,0.15536175668239594
2,2,0.13985270261764526,0.967367947101593,0.13985270261764526
3,3,0.15929889678955078,0.9691339135169983,0.15929889678955078
4,4,0.17530357837677002,0.9553900361061096,0.17530357837677002
