,seed,loss,sparse_categorical_accuracy,sparse_categorical_crossentropy
0,0,0.20216532051563263,0.9421069025993347,0.20216532051563263
1,1,0.2027669996023178,0.9426443576812744,0.2027669996023178
2,2,0.18479439616203308,0.9450245499610901,0.18479439616203308
3,3,0.2877136766910553,0.9154637455940247,0.2877136766910553
4,4,0.1852218508720398,0.9465602040290833,0.1852218508720398
