,seed,loss,sparse_categorical_accuracy,sparse_categorical_crossentropy
0,0,0.14567838609218597,0.9649876952171326,0.14567838609218597
1,1,0.19286225736141205,0.9642966985702515,0.19286225736141205
2,2,0.19336317479610443,0.9626842737197876,0.19336317479610443
3,3,0.14450693130493164,0.9659090638160706,0.14450693130493164
4,4,0.18965394794940948,0.9621468186378479,0.18965394794940948
